Chip Run Info;E:\Helene-Adam-Riz-96x96-270317\jordan file\ChipRun.bml;1362290083;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2017 14:02:44;00:31:21;BIOMARKHD267
Application Version;4.1.3
Application Build;20140305.1515
Export Type;Table Results
Quality Threshold;0,65
Baseline Correction Method;Linear (Derivative)
Ct Threshold Method;Auto (Global)


Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;User
Chamber;Sample;Sample;Sample;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Ct;Tm;Tm;Tm;Defined
ID;Name;Type;rConc;Name;Type;Value;Calibrated rConc;Quality;Call;Threshold;In Range;Out Range;Peak Ratio;Comments
S64-A91;J - Mix 1/20;Standard;12,5;gene3;Test;14,8916909931277;14,0557808236166;1;Pass;0,0102099395112248;85,2419425240451;999;1;
S34-A01;B-N4R1;Unknown;250;normalizer1;Reference;3,91476609661751;206,515681732354;0,638255365539171;Fail;0,0102099395112248;80,1115262298659;999;1;
S34-A22;B-N4R1;Unknown;250;gene1;Test;13,9319918469214;45,5052399175916;1;Pass;0,0102099395112248;81,9308995943229;999;1;
S34-A29;B-N4R1;Unknown;250;gene4;Test;11,037212928139;334,449251373057;0,944723898167746;Pass;0,0102099395112248;77,7236755097205;999;1;
S34-A67;B-N4R1;Unknown;250;gene2;Test;10,3944315244892;161,449360392527;1;Pass;0,0102099395112248;80,7167419611954;999;1;
S34-A96;B-N4R1;Unknown;250;normalizer2;Reference;12,1239363430566;176,082691837482;1;Pass;0,0102099395112248;81,9064558400566;999;1;
S34-A95;B-N4R1;Unknown;250;normalizer3;Reference;6,621306120921;185,702770148096;1;Pass;0,0102099395112248;79,9124838521356;999;1;
S34-A93;B-N4R1;Unknown;250;normalizer1bis;Reference;4,00859439857343;199,800844368212;0,635888706321162;Fail;0,0102099395112248;79,9433843158617;999;1;
S34-A91;B-N4R1;Unknown;250;gene3;Test;10,9655253257972;127,844969212532;1;Pass;0,0102099395112248;85,2488029872464;999;1;
S63-A01;J - Mix 1/10;Standard;25;normalizer1;Reference;6,5903574851916;34,0918973094998;1;Pass;0,0102099395112248;80,1295616364078;999;1;
S63-A22;J - Mix 1/10;Standard;25;gene1;Test;9,71467936080607;955,41541905107;1;Pass;0,0102099395112248;82,5979554364716;999;1;
S63-A29;J - Mix 1/10;Standard;25;gene4;Test;15,0165274424204;29,3603026836378;0,965315249705634;Pass;0,0102099395112248;77,1951160869968;999;1;
S63-A67;J - Mix 1/10;Standard;25;gene2;Test;13,2108301420553;27,9423915634911;0,989052368209653;Pass;0,0102099395112248;80,7259922719055;999;1;
S63-A96;J - Mix 1/10;Standard;25;normalizer2;Reference;16,0485288153651;22,1831987467689;1;Pass;0,0102099395112248;81,6990015098246;999;1;
S63-A95;J - Mix 1/10;Standard;25;normalizer3;Reference;9,87915229362863;23,1243668149167;1;Pass;0,0102099395112248;79,9363662232219;999;1;
S63-A93;J - Mix 1/10;Standard;25;normalizer1bis;Reference;6,66168904920553;32,4304094115434;1;Pass;0,0102099395112248;79,944155576807;999;1;
S63-A91;J - Mix 1/10;Standard;25;gene3;Test;13,6227767007061;28,6908172058124;1;Pass;0,0102099395112248;85,2393616635685;999;1;
S33-A01;B-N3R3;Unknown;250;normalizer1;Reference;3,59638171954907;255,884359632818;0,53212723984969;Fail;0,0102099395112248;80,1170918001436;999;1;
S33-A22;B-N3R3;Unknown;250;gene1;Test;12,46041619398;131,644146339464;1;Pass;0,0102099395112248;81,9899883332451;999;1;
S33-A29;B-N3R3;Unknown;250;gene4;Test;11,4320434623023;262,722095732588;0,980859456279134;Pass;0,0102099395112248;77,7452931833317;999;1;
S33-A67;B-N3R3;Unknown;250;gene2;Test;9,50556970698766;280,836495527588;1;Pass;0,0102099395112248;80,7242987436687;999;1;
S33-A96;B-N3R3;Unknown;250;normalizer2;Reference;11,210864511397;285,123922698158;1;Pass;0,0102099395112248;81,9422555217417;999;1;
S33-A95;B-N3R3;Unknown;250;normalizer3;Reference;6,08651329681226;261,419319030126;0,988860576607274;Pass;0,0102099395112248;79,9177786051149;999;1;
S33-A93;B-N3R3;Unknown;250;normalizer1bis;Reference;3,42788556164654;297,464153335655;0,47596185388218;Fail;0,0102099395112248;79,9415727657839;999;1;
S33-A91;B-N3R3;Unknown;250;gene3;Test;9,80362868991977;245,71759999441;1;Pass;0,0102099395112248;85,2644552908003;999;1;
S62-A01;J - Mix;Standard;250;normalizer1;Reference;3,30366976235432;311,622082745255;0,434556587451439;Fail;0,0102099395112248;80,2542147943662;999;1;
S62-A22;J - Mix;Standard;250;gene1;Test;5,05397127274842;27626,6330486584;1;Pass;0,0102099395112248;82,7133152489272;999;1;
S62-A29;J - Mix;Standard;250;gene4;Test;10,8774069110156;368,774772176713;1;Pass;0,0102099395112248;77,2878529809931;999;1;
S62-A67;J - Mix;Standard;250;gene2;Test;8,97320920325283;391,241701843035;1;Pass;0,0102099395112248;80,8294146035185;999;1;
S62-A96;J - Mix;Standard;250;normalizer2;Reference;10,3719149248529;443,974988965455;1;Pass;0,0102099395112248;82,1042699775098;999;1;
S62-A95;J - Mix;Standard;250;normalizer3;Reference;5,95872406589389;283,67855095445;1;Pass;0,0102099395112248;80,0333210567837;999;1;
S62-A93;J - Mix;Standard;250;normalizer1bis;Reference;3,33740272862822;316,493788244956;0,445800909542738;Fail;0,0102099395112248;80,0711534593391;999;1;
S62-A91;J - Mix;Standard;250;gene3;Test;8,19531567811704;607,030447892482;1;Pass;0,0102099395112248;85,3695030703482;999;1;
S32-A01;B-N3R2;Unknown;250;normalizer1;Reference;3,57341466721875;259,871680619989;0,524471555739584;Fail;0,0102099395112248;80,153510692923;999;1;
S32-A22;B-N3R2;Unknown;250;gene1;Test;12,5671727772883;121,880233722767;1;Pass;0,0102099395112248;81,9505888334708;999;1;
S32-A29;B-N3R2;Unknown;250;gene4;Test;11,5890839554191;238,671143630888;1;Pass;0,0102099395112248;77,7619669919484;999;1;
S32-A67;B-N3R2;Unknown;250;gene2;Test;9,41114619955754;297,846834755966;1;Pass;0,0102099395112248;80,7554125430423;999;1;
S32-A96;B-N3R2;Unknown;250;normalizer2;Reference;11,5566240138291;237,558230747667;1;Pass;0,0102099395112248;81,9154419636949;999;1;
S32-A95;B-N3R2;Unknown;250;normalizer3;Reference;6,15959288617526;249,483871871257;1;Pass;0,0102099395112248;79,9397184299934;999;1;
S32-A93;B-N3R2;Unknown;250;normalizer1bis;Reference;3,50227995697013;282,678326955925;0,500759985656711;Fail;0,0102099395112248;79,9740263876915;999;1;
S32-A91;B-N3R2;Unknown;250;gene3;Test;9,72159323712088;257,318229975369;1;Pass;0,0102099395112248;85,2735375648559;999;1;
S61-A01;H20;Blank;0;normalizer1;Reference;999;-1;0;Fail;0,0102099395112248;999;999;0;
S61-A22;H20;Blank;0;gene1;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S61-A29;H20;Blank;0;gene4;Test;999;-1;0;Fail;0,0102099395112248;999;999;0;
S61-A67;H20;Blank;0;gene2;Test;24,8573056677428;0,0197766514719259;1;Pass;0,0102099395112248;73,5677160276047;999;1;
S61-A96;H20;Blank;0;normalizer2;Reference;26,9524005432536;0,0702050007546528;1;Pass;0,0102099395112248;78,9935151234303;999;1;
S61-A95;H20;Blank;0;normalizer3;Reference;22,5144753501302;0,00716254666435661;1;Pass;0,0102099395112248;74,1156635496105;999;1;
S61-A93;H20;Blank;0;normalizer1bis;Reference;24,5596690075566;0,000152738128924185;1;Pass;0,0102099395112248;77,745708793589;999;1;
S61-A91;H20;Blank;0;gene3;Test;23,0553783787853;0,142613229990107;1;Pass;0,0102099395112248;78,7682478232164;999;1;
S31-A01;B-N3R1;Unknown;250;normalizer1;Reference;3,72106338550826;235,282017539273;0,573687795169421;Fail;0,0102099395112248;80,1246938993893;999;1;
S31-A22;B-N3R1;Unknown;250;gene1;Test;13,2401852137363;74,9796383342506;1;Pass;0,0102099395112248;81,9559634701003;999;1;
S31-A29;B-N3R1;Unknown;250;gene4;Test;12,3462338378142;150,232841420222;0,979634320911412;Pass;0,0102099395112248;77,7298215385764;999;1;
S31-A67;B-N3R1;Unknown;250;gene2;Test;9,97511334024208;209,629552532066;1;Pass;0,0102099395112248;80,7183526718624;999;1;
S31-A96;B-N3R1;Unknown;250;normalizer2;Reference;11,9866596643219;189,315702106543;1;Pass;0,0102099395112248;81,7997320022339;999;1;
S31-A95;B-N3R1;Unknown;250;normalizer3;Reference;6,67022896060156;179,983146148276;1;Pass;0,0102099395112248;79,8968126676413;999;1;
S31-A93;B-N3R1;Unknown;250;normalizer1bis;Reference;3,7666005886049;235,842642129528;0,588866862868301;Fail;0,0102099395112248;79,9308641201254;999;1;
S31-A91;B-N3R1;Unknown;250;gene3;Test;10,4181058749415;173,928880077194;1;Pass;0,0102099395112248;85,2404328822689;999;1;
S60-A01;R-N4R3;Unknown;250;normalizer1;Reference;3,72803699472678;234,17997713489;0,576012331575594;Fail;0,0102099395112248;80,0833454819607;999;1;
S60-A22;R-N4R3;Unknown;250;gene1;Test;14,9823401109698;21,3194691955545;1;Pass;0,0102099395112248;82,2064604176607;999;1;
S60-A29;R-N4R3;Unknown;250;gene4;Test;9,88837888215311;675,092804600322;1;Pass;0,0102099395112248;77,1161030203058;999;1;
S60-A67;R-N4R3;Unknown;250;gene2;Test;10,2611570713693;175,422010371069;0,967537291645294;Pass;0,0102099395112248;80,6635050989372;999;1;
S60-A96;R-N4R3;Unknown;250;normalizer2;Reference;11,7364690501962;216,043666426031;1;Pass;0,0102099395112248;81,9038850570865;999;1;
S60-A95;R-N4R3;Unknown;250;normalizer3;Reference;6,73148660271406;173,069186511588;1;Pass;0,0102099395112248;79,8576765799664;999;1;
S60-A93;R-N4R3;Unknown;250;normalizer1bis;Reference;3,84677244258002;223,234159719445;0,615590814193339;Fail;0,0102099395112248;79,9012441733153;999;1;
S60-A91;R-N4R3;Unknown;250;gene3;Test;9,60981151173634;274,01184237048;1;Pass;0,0102099395112248;85,6383758942984;999;1;
S42-A01;I-N2R3;Unknown;250;normalizer1;Reference;3,84051233541736;217,101935677155;0,613504111805788;Fail;0,0102099395112248;80,1156088236876;999;1;
S42-A22;I-N2R3;Unknown;250;gene1;Test;13,0896556760038;83,5861788240863;1;Pass;0,0102099395112248;82,2801888862582;999;1;
S42-A29;I-N2R3;Unknown;250;gene4;Test;14,4544524260165;41,3999827258398;0,967195407157495;Pass;0,0102099395112248;77,1508515185714;999;1;
S42-A67;I-N2R3;Unknown;250;gene2;Test;9,39318102113731;301,198058160304;1;Pass;0,0102099395112248;80,440079536659;999;1;
S42-A96;I-N2R3;Unknown;250;normalizer2;Reference;11,5621791464337;236,862657056885;1;Pass;0,0102099395112248;81,9241728271357;999;1;
S42-A95;I-N2R3;Unknown;250;normalizer3;Reference;6,41642943505459;211,697361788254;1;Pass;0,0102099395112248;79,9003323667694;999;1;
S42-A93;I-N2R3;Unknown;250;normalizer1bis;Reference;3,91665501428757;212,794984771239;0,638885004762523;Fail;0,0102099395112248;79,9277119811432;999;1;
S42-A91;I-N2R3;Unknown;250;gene3;Test;10,0313391368;216,185196130705;0,974674244030573;Pass;0,0102099395112248;85,2429349393936;999;1;
S59-A01;R-N4R2;Unknown;250;normalizer1;Reference;3,73819355909087;232,584160886432;0,57939785303029;Fail;0,0102099395112248;80,1308403720536;999;1;
S59-A22;R-N4R2;Unknown;250;gene1;Test;14,3704210517826;33,1599221330154;1;Pass;0,0102099395112248;82,3148485034517;999;1;
S59-A29;R-N4R2;Unknown;250;gene4;Test;10,6901513756259;413,504701006109;1;Pass;0,0102099395112248;77,1670523426711;999;1;
S59-A67;R-N4R2;Unknown;250;gene2;Test;10,3539835097277;165,568079416686;0,992724319853686;Pass;0,0102099395112248;80,7014409627283;999;1;
S59-A96;R-N4R2;Unknown;250;normalizer2;Reference;11,7576291625048;213,643996197203;1;Pass;0,0102099395112248;81,8848922100675;999;1;
S59-A95;R-N4R2;Unknown;250;normalizer3;Reference;6,67705729031793;179,198973826921;1;Pass;0,0102099395112248;79,9097052467233;999;1;
S59-A93;R-N4R2;Unknown;250;normalizer1bis;Reference;3,89790593948597;215,546862599697;0,632635313161989;Fail;0,0102099395112248;79,9354451487651;999;1;
S59-A91;R-N4R2;Unknown;250;gene3;Test;9,21125861262525;342,848253129708;0,980084430137084;Pass;0,0102099395112248;85,679483189888;999;1;
S41-A01;I-N2R2;Unknown;250;normalizer1;Reference;3,45679356104455;281,097625415814;0,485597853681515;Fail;0,0102099395112248;80,0934408005607;999;1;
S41-A22;I-N2R2;Unknown;250;gene1;Test;12,4421687298066;133,389654369614;1;Pass;0,0102099395112248;82,2724796955426;999;1;
S41-A29;I-N2R2;Unknown;250;gene4;Test;15,2757294440153;25,0575368890709;0,99593802833796;Pass;0,0102099395112248;77,1524102426708;999;1;
S41-A67;I-N2R2;Unknown;250;gene2;Test;9,27950125773758;323,29575175422;0,991966165844032;Pass;0,0102099395112248;80,4036111934311;999;1;
S41-A96;I-N2R2;Unknown;250;normalizer2;Reference;11,2996015445917;272,076575112202;1;Pass;0,0102099395112248;81,8953335947731;999;1;
S41-A95;I-N2R2;Unknown;250;normalizer3;Reference;6,36523309762663;218,742600243162;0,994750602411912;Pass;0,0102099395112248;79,858420064535;999;1;
S41-A93;I-N2R2;Unknown;250;normalizer1bis;Reference;3,60014558613769;264,341046770276;0,533381862045895;Fail;0,0102099395112248;79,90001682294;999;1;
S41-A91;I-N2R2;Unknown;250;gene3;Test;10,4388117759095;171,915489565065;1;Pass;0,0102099395112248;85,2015213703446;999;1;
S58-A01;R-N4R1;Unknown;250;normalizer1;Reference;3,64626688356252;247,433264468449;0,548755627854174;Fail;0,0102099395112248;80,132016874011;999;1;
S58-A22;R-N4R1;Unknown;250;gene1;Test;17,8869976145625;2,61917150373638;1;Pass;0,0102099395112248;82,2777330508205;999;1;
S58-A29;R-N4R1;Unknown;250;gene4;Test;8,56565097386771;1515,54294295835;1;Pass;0,0102099395112248;77,1699452303815;999;1;
S58-A67;R-N4R1;Unknown;250;gene2;Test;10,1588178230091;186,966827405492;0,948535507568641;Pass;0,0102099395112248;80,6844722783725;999;1;
S58-A96;R-N4R1;Unknown;250;normalizer2;Reference;11,3069887366475;271,017713262196;1;Pass;0,0102099395112248;81,8823966895788;999;1;
S58-A95;R-N4R1;Unknown;250;normalizer3;Reference;6,35068860238345;220,786531072233;0,978678192693844;Pass;0,0102099395112248;79,89040058626;999;1;
S58-A93;R-N4R1;Unknown;250;normalizer1bis;Reference;3,73215287062084;241,476605406022;0,577384290206945;Fail;0,0102099395112248;79,9207705056841;999;1;
S58-A91;R-N4R1;Unknown;250;gene3;Test;9,36821445878182;313,885290741121;1;Pass;0,0102099395112248;85,671708707655;999;1;
S40-A01;I-N2R1;Unknown;250;normalizer1;Reference;3,63010987245591;250,139424931471;0,543369957485305;Fail;0,0102099395112248;80,1245486720919;999;1;
S40-A22;I-N2R1;Unknown;250;gene1;Test;12,6781203346853;112,499639401386;1;Pass;0,0102099395112248;82,2953890571795;999;1;
S40-A29;I-N2R1;Unknown;250;gene4;Test;15,2246852508571;25,8518366492772;0,965594471328414;Pass;0,0102099395112248;77,2132817997341;999;1;
S40-A67;I-N2R1;Unknown;250;gene2;Test;9,73336379495692;243,691479963319;1;Pass;0,0102099395112248;80,4471762858607;999;1;
S40-A96;I-N2R1;Unknown;250;normalizer2;Reference;11,1655139304978;292,031731302243;1;Pass;0,0102099395112248;81,9377358175723;999;1;
S40-A95;I-N2R1;Unknown;250;normalizer3;Reference;6,28915122871008;229,647831102153;1;Pass;0,0102099395112248;79,8982455327105;999;1;
S40-A93;I-N2R1;Unknown;250;normalizer1bis;Reference;3,56515859854931;270,755844246711;0,52171953284977;Fail;0,0102099395112248;79,9283861607736;999;1;
S40-A91;I-N2R1;Unknown;250;gene3;Test;9,81644086915928;243,953659932331;1;Pass;0,0102099395112248;85,2289316143588;999;1;
S57-A01;R-N3R3;Unknown;250;normalizer1;Reference;4,02462522680854;191,792628648856;0,629489100772756;Fail;0,0102099395112248;80,1143456377479;999;1;
S57-A22;R-N3R3;Unknown;250;gene1;Test;13,6262449101068;56,7431338538458;1;Pass;0,0102099395112248;82,3117374290097;999;1;
S57-A29;R-N3R3;Unknown;250;gene4;Test;12,9476244915338;104,012692475721;1;Pass;0,0102099395112248;77,1783851672793;999;1;
S57-A67;R-N3R3;Unknown;250;gene2;Test;9,72800435414419;244,506243964977;1;Pass;0,0102099395112248;80,7102329490391;999;1;
S57-A96;R-N3R3;Unknown;250;normalizer2;Reference;11,8362193049338;204,96245281423;1;Pass;0,0102099395112248;81,899057027224;999;1;
S57-A95;R-N3R3;Unknown;250;normalizer3;Reference;6,27989013328916;231,011862320524;0,983782242578322;Pass;0,0102099395112248;79,8793701734236;999;1;
S57-A93;R-N3R3;Unknown;250;normalizer1bis;Reference;4,3049267195866;163,079528540078;0,759419534990004;Pass;0,0102099395112248;79,9136660152454;999;1;
S57-A91;R-N3R3;Unknown;250;gene3;Test;9,38619525568027;310,727566239872;1;Pass;0,0102099395112248;85,6515154666443;999;1;
S39-A01;I-N1R3;Unknown;250;normalizer1;Reference;4,51658183781349;137,718203169133;0,838860612604496;Pass;0,0102099395112248;80,1552955022099;999;1;
S39-A22;I-N1R3;Unknown;250;gene1;Test;13,0048698415165;88,8617575479036;1;Pass;0,0102099395112248;82,29910474478;999;1;
S39-A29;I-N1R3;Unknown;250;gene4;Test;21,450658442595;0,574644152732633;1;Pass;0,0102099395112248;77,2482947857568;999;1;
S39-A67;I-N1R3;Unknown;250;gene2;Test;9,96967517436294;210,340745769707;1;Pass;0,0102099395112248;80,5713269844685;999;1;
S39-A96;I-N1R3;Unknown;250;normalizer2;Reference;12,1557414349367;173,151204186832;1;Pass;0,0102099395112248;81,8977145913583;999;1;
S39-A95;I-N1R3;Unknown;250;normalizer3;Reference;6,52648536055966;197,311049642943;1;Pass;0,0102099395112248;79,9286137052613;999;1;
S39-A93;I-N1R3;Unknown;250;normalizer1bis;Reference;4,34994110546728;158,125438241397;0,783313701822425;Pass;0,0102099395112248;79,9485170626221;999;1;
S39-A91;I-N1R3;Unknown;250;gene3;Test;10,9899279062421;126,10263629205;1;Pass;0,0102099395112248;85,2562043868543;999;1;
S56-A01;R-N3R2;Unknown;250;normalizer1;Reference;4,16799051098331;174,146240158239;0,703238399992059;Pass;0,0102099395112248;80,0970287525572;999;1;
S56-A22;R-N3R2;Unknown;250;gene1;Test;14,3300324581684;34,1409308902233;1;Pass;0,0102099395112248;82,2760225307242;999;1;
S56-A29;R-N3R2;Unknown;250;gene4;Test;11,5472061282027;244,8607224453;0,97501528394579;Pass;0,0102099395112248;77,1636734641745;999;1;
S56-A67;R-N3R2;Unknown;250;gene2;Test;10,1068089066092;193,122024655771;0,933015469104409;Pass;0,0102099395112248;80,6525770884177;999;1;
S56-A96;R-N3R2;Unknown;250;normalizer2;Reference;12,1397452997698;174,619422405594;1;Pass;0,0102099395112248;81,8730190276584;999;1;
S56-A95;R-N3R2;Unknown;250;normalizer3;Reference;6,57580683722072;191,185150331904;1;Pass;0,0102099395112248;79,8643255053975;999;1;
S56-A93;R-N3R2;Unknown;250;normalizer1bis;Reference;4,05263593273755;193,860427274898;0,633507053762954;Fail;0,0102099395112248;79,8877880140475;999;1;
S56-A91;R-N3R2;Unknown;250;gene3;Test;9,35167509906296;316,818201712036;1;Pass;0,0102099395112248;85,6220071811548;999;1;
S38-A01;I-N1R2;Unknown;250;normalizer1;Reference;4,34024939589137;155,077306008582;0,780083131963789;Pass;0,0102099395112248;80,2060686121188;999;1;
S38-A22;I-N1R2;Unknown;250;gene1;Test;13,4138044704763;66,1475198679814;1;Pass;0,0102099395112248;82,3984033151095;999;1;
S38-A29;I-N1R2;Unknown;250;gene4;Test;19,4562612980968;1,94510188763772;0,974423574315092;Pass;0,0102099395112248;77,4081304096923;999;1;
S38-A67;I-N1R2;Unknown;250;gene2;Test;9,1589673559946;348,499146626165;1;Pass;0,0102099395112248;80,6511973299205;999;1;
S38-A96;I-N1R2;Unknown;250;normalizer2;Reference;11,9014052069474;198,029905059238;1;Pass;0,0102099395112248;81,9083468188083;999;1;
S38-A95;I-N1R2;Unknown;250;normalizer3;Reference;6,34556029179877;221,511755114059;1;Pass;0,0102099395112248;79,973464035348;999;1;
S38-A93;I-N1R2;Unknown;250;normalizer1bis;Reference;4,1246726332335;184,522259917851;0,708224211077834;Pass;0,0102099395112248;80,0129875070284;999;1;
S38-A91;I-N1R2;Unknown;250;gene3;Test;10,3018599641978;185,678106715256;1;Pass;0,0102099395112248;85,2827586076942;999;1;
S55-A01;R-N3R1;Unknown;250;normalizer1;Reference;4,40581828020402;148,380528046058;0,801939426734673;Pass;0,0102099395112248;80,1057376810939;999;1;
S55-A22;R-N3R1;Unknown;250;gene1;Test;14,1562224127494;38,7048106101153;1;Pass;0,0102099395112248;82,2849329361061;999;1;
S55-A29;R-N3R1;Unknown;250;gene4;Test;14,0043102956221;54,5154843048453;0,9777246244941;Pass;0,0102099395112248;77,1905523796885;999;1;
S55-A67;R-N3R1;Unknown;250;gene2;Test;10,8437304580666;122,042481346649;1;Pass;0,0102099395112248;80,6638206149997;999;1;
S55-A96;R-N3R1;Unknown;250;normalizer2;Reference;12,5067903411814;143,863086153991;1;Pass;0,0102099395112248;81,8595852617575;999;1;
S55-A95;R-N3R1;Unknown;250;normalizer3;Reference;6,97692381491719;147,930755308168;1;Pass;0,0102099395112248;79,8539784629985;999;1;
S55-A93;R-N3R1;Unknown;250;normalizer1bis;Reference;4,29404302200136;164,300460210035;0,749402286105403;Pass;0,0102099395112248;79,8795927462532;999;1;
S55-A91;R-N3R1;Unknown;250;gene3;Test;11,1967833419243;112,255327061786;0,996163292154224;Pass;0,0102099395112248;85,6230905556797;999;1;
S37-A01;I-N1R1;Unknown;250;normalizer1;Reference;3,98112055396844;197,493137905806;0,66037351798948;Pass;0,0102099395112248;80,1629269301541;999;1;
S37-A22;I-N1R1;Unknown;250;gene1;Test;13,1724630916201;78,7361691534971;1;Pass;0,0102099395112248;82,3340926276608;999;1;
S37-A29;I-N1R1;Unknown;250;gene4;Test;24,5315645249783;0,0873716746806685;1;Pass;0,0102099395112248;77,3447433071065;999;1;
S37-A67;I-N1R1;Unknown;250;gene2;Test;9,71729702625319;246,142182224538;1;Pass;0,0102099395112248;80,565286601428;999;1;
S37-A96;I-N1R1;Unknown;250;normalizer2;Reference;11,7477458402569;214,761482511426;1;Pass;0,0102099395112248;81,8997142362884;999;1;
S37-A95;I-N1R1;Unknown;250;normalizer3;Reference;6,66401270600813;180,700010673775;1;Pass;0,0102099395112248;79,9095258547942;999;1;
S37-A93;I-N1R1;Unknown;250;normalizer1bis;Reference;3,84172279418335;224,008030142754;0,613907598061118;Fail;0,0102099395112248;79,9392147470628;999;1;
S37-A91;I-N1R1;Unknown;250;gene3;Test;10,4206788128883;173,677416578898;1;Pass;0,0102099395112248;85,2471556098049;999;1;
S54-A01;R-N2R3;Unknown;250;normalizer1;Reference;4,21523002420636;168,694915734815;0,706558883476726;Pass;0,0102099395112248;80,1224651930606;999;1;
S54-A22;R-N2R3;Unknown;250;gene1;Test;13,3371884227508;69,9089465191385;1;Pass;0,0102099395112248;82,3048540071857;999;1;
S54-A29;R-N2R3;Unknown;250;gene4;Test;16,8255409951173;9,71492345242923;1;Pass;0,0102099395112248;77,1746606606147;999;1;
S54-A67;R-N2R3;Unknown;250;gene2;Test;10,235552051024;178,241844775335;0,978890324494065;Pass;0,0102099395112248;80,6877100137947;999;1;
S54-A96;R-N2R3;Unknown;250;normalizer2;Reference;12,1620351056997;172,576924358282;1;Pass;0,0102099395112248;81,8680447554626;999;1;
S54-A95;R-N2R3;Unknown;250;normalizer3;Reference;6,72468113708042;173,823993526382;1;Pass;0,0102099395112248;79,8637884894524;999;1;
S54-A93;R-N2R3;Unknown;250;normalizer1bis;Reference;4,45006851858043;147,638851087183;0,816689506193476;Pass;0,0102099395112248;79,9025930192881;999;1;
S54-A91;R-N2R3;Unknown;250;gene3;Test;10,2987952643171;185,998372839944;1;Pass;0,0102099395112248;85,6379375539826;999;1;
S48-A01;I-N4R3;Unknown;250;normalizer1;Reference;4,08187036919496;184,541612168311;0,627355346334594;Fail;0,0102099395112248;80,1271568165221;999;1;
S48-A22;I-N4R3;Unknown;250;gene1;Test;15,3785035125842;16,0169140222454;1;Pass;0,0102099395112248;82,2914207412574;999;1;
S48-A29;I-N4R3;Unknown;250;gene4;Test;9,8026712448064;711,410360519743;1;Pass;0,0102099395112248;77,1482569864285;999;1;
S48-A67;I-N4R3;Unknown;250;gene2;Test;9,82833629812194;229,695459418746;1;Pass;0,0102099395112248;80,4172709619404;999;1;
S48-A96;I-N4R3;Unknown;250;normalizer2;Reference;11,7194302646492;217,995531926663;1;Pass;0,0102099395112248;81,8807329445737;999;1;
S48-A95;I-N4R3;Unknown;250;normalizer3;Reference;6,68458558906367;178,338375636465;1;Pass;0,0102099395112248;79,8657678770514;999;1;
S48-A93;I-N4R3;Unknown;250;normalizer1bis;Reference;3,97247963011998;204,807669925727;0,657493210039994;Pass;0,0102099395112248;79,8974625685125;999;1;
S48-A91;I-N4R3;Unknown;250;gene3;Test;10,3523685104801;180,478616443318;1;Pass;0,0102099395112248;85,2053262581802;999;1;
S53-A01;R-N2R2;Unknown;250;normalizer1;Reference;4,78104320407676;115,256891542537;0,927014401358922;Pass;0,0102099395112248;80,1865209395995;999;1;
S53-A22;R-N2R2;Unknown;250;gene1;Test;14,2245124562941;36,8430829134296;1;Pass;0,0102099395112248;82,3455372299016;999;1;
S53-A29;R-N2R2;Unknown;250;gene4;Test;15,9238574727405;16,8597192354861;1;Pass;0,0102099395112248;77,2078462779218;999;1;
S53-A67;R-N2R2;Unknown;250;gene2;Test;10,4634808496073;154,653599576724;0,99721188907297;Pass;0,0102099395112248;80,7352773907978;999;1;
S53-A96;R-N2R2;Unknown;250;normalizer2;Reference;12,4533782716214;147,976861814309;1;Pass;0,0102099395112248;81,9061006616023;999;1;
S53-A95;R-N2R2;Unknown;250;normalizer3;Reference;7,08377820526507;138,160388571947;0,935964927717599;Pass;0,0102099395112248;79,9106038740619;999;1;
S53-A93;R-N2R2;Unknown;250;normalizer1bis;Reference;4,74415710302325;120,689806743429;0,914719034341084;Pass;0,0102099395112248;79,9522804163314;999;1;
S53-A91;R-N2R2;Unknown;250;gene3;Test;9,53769413311249;285,352367774199;1;Pass;0,0102099395112248;85,6846353835697;999;1;
S47-A01;I-N4R2;Unknown;250;normalizer1;Reference;3,99430101434;195,748411248068;0,664767004780001;Pass;0,0102099395112248;80,1564055719353;999;1;
S47-A22;I-N4R2;Unknown;250;gene1;Test;14,6412604682868;27,2712552573427;1;Pass;0,0102099395112248;82,3360714498457;999;1;
S47-A29;I-N4R2;Unknown;250;gene4;Test;9,84886224145096;691,60123466341;1;Pass;0,0102099395112248;77,2007584047231;999;1;
S47-A67;I-N4R2;Unknown;250;gene2;Test;9,91302501768155;217,894369562727;1;Pass;0,0102099395112248;80,4543264565114;999;1;
S47-A96;I-N4R2;Unknown;250;normalizer2;Reference;11,7582643054557;213,572381098077;1;Pass;0,0102099395112248;81,9075930519894;999;1;
S47-A95;I-N4R2;Unknown;250;normalizer3;Reference;6,65220967816579;182,069014222004;1;Pass;0,0102099395112248;79,901450857207;999;1;
S47-A93;I-N4R2;Unknown;250;normalizer1bis;Reference;3,86388206401889;220,631891061372;0,621294021339631;Fail;0,0102099395112248;79,9203965406904;999;1;
